Date,Open,High,Low,Close,Volume
2005-12-01,1382.0,1571.0,1382.0,1535.0,0
2006-01-03,1532.0,1756.0,1507.0,1733.0,0
2006-02-01,1728.0,1734.0,1622.0,1650.0,0
2006-03-01,1642.0,1779.0,1629.0,1650.0,0
2006-04-03,1650.0,1685.0,1605.0,1612.0,0
2006-05-02,1608.0,1777.0,1602.0,1625.0,0
2006-06-01,1617.0,1673.0,1588.0,1632.0,0
2006-07-03,1638.0,1729.0,1607.0,1708.0,0
2006-08-01,1710.0,1718.0,1609.0,1667.0,0
2006-09-01,1678.0,1975.0,1641.0,1896.0,0
2006-10-02,1896.0,1971.0,1820.0,1880.0,0
2006-11-01,1880.0,1962.0,1756.0,1780.0,0
2006-12-01,1778.0,1830.0,1708.0,1800.0,0
2007-01-02,1810.0,1984.0,1803.0,1953.0,0
2007-02-01,1953.0,2121.0,1953.0,2042.0,0
2007-03-01,2026.0,2504.0,1966.0,2249.0,0
2007-04-02,2237.0,2370.0,2167.0,2349.0,0
2007-05-01,2335.0,2500.0,2179.0,2209.0,0
2007-06-01,2208.0,2257.0,1979.0,2009.0,0
2007-07-02,1990.0,2053.0,1715.0,1899.0,0
2007-08-01,1870.0,1965.0,1735.0,1931.0,0
2007-09-03,1933.0,2010.0,1851.0,1964.0,0
2007-10-01,1968.0,2214.0,1930.0,2208.0,0
2007-11-01,2207.0,2207.0,1676.0,1740.0,0
2007-12-03,1737.0,1826.0,1577.0,1624.0,0
2008-01-02,1627.0,1682.0,1239.0,1403.0,0
2008-02-01,1423.0,1527.0,1279.0,1289.0,0
2008-03-03,1278.0,1306.0,1071.0,1139.0,0
2008-04-01,1132.0,1252.0,1054.0,1146.0,0
2008-05-01,1155.0,1340.0,1130.0,1157.0,0
2008-06-02,1152.0,1203.0,944.0,969.5,0
2008-07-01,960.5,1095.0,802.5,954.5,0
2008-08-01,942.5,1146.0,942.5,1061.0,0
2008-09-01,1055.0,1293.0,974.0,1019.0,0
2008-10-01,1028.0,1162.0,780.5,1054.0,0
2008-11-03,1075.0,1225.0,879.0,1108.0,0
2008-12-01,1108.0,1139.0,952.5,1081.0,0
2009-01-02,1079.0,1261.0,1065.0,1177.0,0
2009-02-02,1165.0,1240.0,1039.0,1169.0,0
2009-03-02,1146.0,1349.0,1086.0,1324.0,0
2009-04-01,1320.0,1653.0,1309.0,1635.0,0
2009-05-01,1615.0,1698.0,1403.0,1455.0,0
2009-06-01,1479.0,1559.0,1402.0,1469.0,0
2009-07-01,1485.0,1734.0,1485.0,1705.0,0
2009-08-03,1703.0,1731.0,1611.0,1640.0,0
2009-09-01,1652.0,1883.0,1601.0,1792.0,0
2009-10-01,1786.0,1924.0,1726.0,1795.0,0
2009-11-02,1788.0,2065.0,1761.0,1976.0,0
2009-12-01,1988.0,2094.0,1975.0,2083.0,0
2010-01-04,2085.0,2139.0,1901.0,1966.0,0
2010-02-01,1957.0,2031.0,1816.0,1875.0,0
2010-03-01,1904.0,2213.0,1849.0,2164.0,0
2010-04-01,2171.0,2360.0,2160.0,2295.0,0
2010-05-04,2319.0,2320.0,1956.0,2079.0,0
2010-06-01,2078.0,2216.0,1998.0,2009.0,0
2010-07-01,1984.0,2216.0,1925.0,2150.0,0
2010-08-02,2160.0,2209.0,1817.0,1980.0,0
2010-09-01,1992.0,2251.0,1973.0,2216.0,0
2010-10-01,2226.0,2361.0,2190.0,2285.0,0
2010-11-01,2292.0,2296.0,2004.0,2010.0,0
2010-12-01,2021.0,2097.0,1940.0,1975.0,0
2011-01-04,2002.0,2166.0,1968.0,1977.0,0
2011-02-01,1986.0,2070.0,1956.0,1976.0,0
2011-03-01,1991.0,2103.0,1836.0,1980.0,0
2011-04-01,2004.0,2249.0,1965.0,2237.0,0
2011-05-03,2228.0,2359.0,2167.0,2270.0,0
2011-06-01,2276.0,2331.0,2163.0,2325.0,0
2011-07-01,2340.0,2445.0,2285.0,2375.0,0
2011-08-01,2405.0,2405.0,2108.0,2360.0,0
2011-09-01,2377.0,2660.0,2285.0,2532.0,0
2011-10-03,2494.0,2699.0,2413.0,2556.0,0
2011-11-01,2529.0,2832.0,2482.0,2681.0,0
2011-12-01,2695.0,2769.0,2551.0,2737.0,0
2012-01-03,2752.0,2803.603,2549.0,2619.0,0
2012-02-01,2624.0,2798.0,2623.0,2771.0,0
2012-03-01,2763.0,3043.0,2699.0,2983.0,0
2012-04-02,3007.0,3073.0,2899.0,2929.0,0
2012-05-01,2944.0,3035.0581,2882.0,3029.0,0
2012-06-01,3048.0,3226.0,2967.0,3199.0,0
2012-07-02,3198.0,3294.0,3138.0,3219.0,0
2012-08-01,3365.0,3658.8511,3332.0,3575.0,0
2012-09-03,3575.0,3646.0,3271.0,3450.0,0
2012-10-01,3450.0,3642.405,3435.0,3566.0,0
2012-11-01,3582.0,3693.0,3542.0,3661.0,0
2012-12-03,3670.0,3783.0,3614.0,3709.0,0
2013-01-02,3730.0,4110.9199,3715.0,4058.0,0
2013-02-01,4063.0,4260.0,4063.0,4199.0,0
2013-03-01,4201.0,4386.0,4044.0,4366.0,0
2013-04-02,4362.0,4439.0,4154.0,4359.0,0
2013-05-01,4360.0,4780.0,4321.0,4619.0,0
2013-06-03,4610.0,4695.0,4410.0,4558.0,0
2013-07-01,4600.0,5080.0,4586.0,4990.0,0
2013-08-01,5005.0,5065.0,4775.0,4894.0,0
2013-09-02,4919.0,5255.0,4915.0,5160.0,0
2013-10-01,5165.0,5620.0,4908.0,5445.0,0
2013-11-01,5455.0,5605.0,5365.0,5495.0,0
2013-12-02,5495.0,5595.0,5325.0,5450.0,0
2014-01-02,5485.0,6425.478,5455.0,6250.0,0
2014-02-03,6240.0,6735.0,6090.0,6735.0,0
2014-03-03,6650.0,6960.0,6510.0,6600.0,0
2014-04-01,6645.0,6780.0,6230.0,6520.0,0
2014-05-01,6540.0,6695.0,6292.2671,6640.0,0
2014-06-02,6660.0,6700.0,6165.0,6475.0,0
2014-07-01,6510.0,6790.0,6285.0,6770.0,0
2014-08-01,6775.0,7175.0,6644.0,7095.0,0
2014-09-01,7075.0,7275.0,6480.0,6605.0,0
2014-10-01,6615.0,6690.0,6130.0,6445.0,0
2014-11-03,6450.0,6910.0,6346.25,6775.0,0
2014-12-01,6765.0,6865.0,6310.0,6820.0,0
2015-01-02,6800.0,7339.5,6715.0,7235.0,0
2015-02-02,7200.0,7525.0,7020.0,7495.0,0
2015-03-02,7475.0,7625.0,6975.0,7025.0,0
2015-04-01,7025.0,7450.0,6935.0,7350.0,0
2015-05-01,7340.0,7585.0,7125.0,7520.0,0
2015-06-01,7540.0,7605.0,7187.647,7450.0,0
2015-07-01,7480.0,8010.0,7280.0,7990.0,0
2015-08-03,7955.0,8055.0,7400.0,7945.0,0
2015-09-01,7750.0,7920.0,7348.5,7610.0,0
2015-10-01,7685.0,8028.5,7550.0,8000.0,0
2015-11-02,7975.0,8030.0,7605.0,7920.0,0
2015-12-01,7950.0,8175.0,7125.0,7290.0,0
2016-01-04,7215.0,7240.0,6460.0,6925.0,0
2016-02-01,6980.0,7110.0,6430.0,6765.0,0
2016-03-01,6745.0,6815.0,5387.125,5400.0,0
2016-04-01,5350.0,5540.0,4998.0,5085.0,0
2016-05-03,5070.0,5550.0,4900.0,5440.0,0
2016-06-01,5445.0,5570.9092,3550.0,4930.0,0
2016-07-01,4940.0,5250.0,4625.0,5025.0,0
2016-08-01,5075.0,5625.0,4952.0,5525.0,0
2016-09-01,5535.0,5705.0,4672.0,4776.0,0
2016-10-03,4753.0,4989.0,4478.0,4816.0,0
2016-11-01,4842.0,5225.0,4058.907,4904.0,0
2016-12-01,4879.0,4999.0,4742.0,4983.0,0
2017-01-03,4905.0,4919.0,3784.0,3830.0,0
2017-02-01,3860.0,4004.0,3770.3188,3827.0,0
2017-03-01,3880.0,4355.0,3805.7,4320.0,0
2017-04-03,4247.0,4360.0,3968.0,4305.0,0
2017-05-02,4316.0,4504.0,4092.9092,4360.0,0
2017-06-01,4370.0,4426.0,3845.0,3856.0,0
2017-07-03,3817.0,3995.0,3565.0,3950.0,0
2017-08-01,3962.0,4491.0,3927.0,4129.0,0
2017-09-01,4130.0,5280.0,4061.0,5260.0,0
2017-10-02,5260.0,5355.0,4837.0,4921.0,0
2017-11-01,4580.0,4707.0,4253.0,4477.0,0
2017-12-01,4456.0,4607.0,4187.0,4525.0,0
2018-01-02,4520.0,5260.0,4481.0,5092.0,0
2018-02-01,5102.0,5109.0,4709.0,4856.0,0
2018-03-01,4856.0,5032.0,4567.0,4759.0,0
2018-04-03,4728.0,5296.0,4657.0,5256.0,0
2018-05-01,5266.0,5912.0,5092.0,5800.0,0
2018-06-01,5830.0,6211.0,5790.0,6050.0,0
2018-07-02,6014.0,6224.0,5754.0,5936.0,0
2018-08-01,5580.0,5763.6968,5402.0,5500.0,0
2018-09-03,5508.0,5646.0,5088.0,5494.0,0
2018-10-01,5436.0,5596.0,4992.0,5204.0,0
2018-11-01,5174.0,5524.0,4868.7725,4901.0,0
2018-12-03,4971.0,5012.0,3970.0,3991.0,0
2019-01-02,3988.0,4936.0,3985.0,4847.0,0
2019-02-01,4855.0,5226.0,4703.0,5088.0,0
2019-03-01,5098.0,5580.0,4995.0,5580.0,0
2019-04-01,5594.0,5904.0,5550.0,5766.0,0
2019-05-01,5834.0,5946.0,5542.0,5762.0,0
2019-06-03,5724.0,5926.0,5446.0,5526.0,0
2019-07-01,5540.0,6156.0,5340.0,6064.0,0
2019-08-01,6092.0,6218.0,5592.0,5936.0,0
2019-09-02,5910.0,6250.0,5760.0,6186.0,0
2019-10-01,6180.0,6976.0,5830.0,6582.0,0
2019-11-01,6638.0,6974.0,6418.0,6758.0,0
2019-12-02,6738.0,7358.0,6516.0,7018.0,0
2020-01-02,6988.0,7322.0,6672.0,6892.0,0
2020-02-03,6908.0,7246.0,5920.0,6082.0,0
2020-03-02,6160.0,6280.0,3311.0,4072.0,0
2020-04-01,3991.0,5060.0,3390.0,4726.0,0
2020-05-01,4674.0,5128.0,4348.0,4864.0,0
2020-06-01,4885.0,5712.0,4704.0,4894.0,0
2020-07-01,4881.0,5798.8369,4640.0,5450.0,0
2020-08-03,5468.0,6232.0,5368.0,6038.0,0
2020-09-01,6062.0,6508.0,5604.0,5950.0,0
2020-10-01,5980.0,6482.0,5788.5098,5840.0,0
2020-11-02,5750.0,6908.0,5534.0,6552.0,0
2020-12-01,6596.0,7254.0,6374.0,7086.0,0
2021-01-04,7254.0,8180.0,6902.3999,7730.0,0
2021-02-01,7816.0,8026.0,7466.0,7560.0,0
2021-03-01,7598.0,8104.0,7305.6001,7866.0,0
2021-04-01,8102.0,8368.0,7722.0,7802.0,0
2021-05-04,7880.0,8404.0,7682.0,8158.0,0
2021-06-01,8096.0,8368.0,7699.874,7856.0,0
2021-07-01,7908.0,8204.0,7214.0,7882.0,0
2021-08-02,7972.0,8148.0,7690.0,7910.0,0
2021-09-01,8002.0,8484.0,7772.0,8212.0,0
2021-10-01,8106.0,8246.0518,7426.0,7966.0,0
2021-11-01,7948.8501,8338.0,7804.0,7862.0,0
2021-12-01,7886.0,8440.0,7564.0,8150.0,0
2022-01-04,8210.0,8406.0,7222.0,7498.0,0
2022-02-01,7536.0,7642.0,6544.0,6862.0,0
2022-03-01,6856.0,6978.853,5578.0,6032.0,0
2022-04-01,6042.0,6388.0,5834.0,6026.0,0
2022-05-03,5988.0,6708.0,5828.0,6478.0,0
2022-06-01,6490.0,6636.0,5592.0,5860.0,0
2022-07-01,5820.0,6888.0,5804.0,6806.0,0
2022-08-01,6790.0,6964.0,5710.0,5812.0,0
2022-09-01,5780.0,6430.0,4594.0,4801.0,0
2022-10-03,4738.0,5196.0,4306.0,4929.0,0
2022-11-01,4987.0,5874.0,4893.0,5840.0,0
2022-12-01,5898.0,6036.0,5468.0,5806.0,0
2023-01-03,5864.0,6666.0,5848.0,6618.0,0
2023-02-01,6648.0,6984.4399,6628.0,6842.0,0
2023-03-01,6860.0,7082.0,6114.0,6572.0,0
2023-04-03,6576.0,6918.0,6306.0,6740.0,0
2023-05-02,6752.0,6912.3823,6334.0,6346.0,0
2023-06-01,6350.0,6954.0,6348.0,6900.0,0
2023-07-03,6918.0,7228.0,6492.0,7048.0,0
2023-08-01,7028.0,7092.0,6724.0,6988.0,0
2023-09-01,6996.0,7460.0,6912.0,7296.0,0
2023-10-02,7322.0,7450.0,6746.0,6884.0,0
2023-11-01,7110.0,7990.0,6988.0,7930.0,0
2023-12-01,7932.0,8286.0,7930.0,8118.0,0
2024-01-02,8152.0,8646.0,7952.0,8468.0,0
2024-02-01,8344.0,8629.124,8072.0,8314.0,0
2024-03-01,8432.0,9318.0,8128.0,9232.0,0
2024-04-02,9218.0,9236.0,8672.0,9008.0,0
2024-05-01,9000.0,9466.0,8760.0,9338.0,0
2024-06-03,9402.0,9530.0,8786.0,9036.0,0
2024-07-01,9090.0,9212.0,8598.0,9074.0,0
2024-08-01,9552.0,10220.0,9180.3467,10165.0,0
2024-09-02,10195.0,11103.8331,9550.0,9782.0,0
2024-10-01,9776.0,10475.0,9678.0,9790.0,0
2024-11-01,9796.0,10185.0,9328.0,10080.0,0
2024-12-02,10045.0,10345.0,9432.0,9498.0,0
2025-01-02,9618.0,10090.0,9028.0,9952.0,0
2025-02-03,9856.0,10205.0,9582.0,10025.0,0
2025-03-03,10030.0,11087.844,9545.202,11085.0,0
2025-04-01,11155.0,12330.0,10590.0,12330.0,0
2025-05-01,12295.0,12970.0,11861.4145,12865.0,0
2025-06-02,12920.0,13100.0,12290.0,12440.0,0
2025-07-01,12465.0,12595.0,11865.0,12310.0,0
2025-08-01,12285.0,12425.0,11590.0,11955.0,0
2025-09-01,11965.0,12450.0,11200.0,12375.0,0
2025-10-01,12355.0,14600.0,12220.0,14300.0,0
2025-11-03,14290.0,14635.0,13670.0,14120.0,0
2025-12-01,14065.0,14335.0,13125.0,13680.0,0
2026-01-02,13700.0,14410.0,13210.0,14335.0,0
