Date,Open,High,Low,Close,Volume
2021-04-30,6845.35721985,6895.93438147,6796.52409828,6803.5002585,0
2021-05-04,6871.51782069,7038.94566606,6852.33338007,6918.6069022,0
2021-05-05,6960.46386354,7101.73110808,6930.81518259,7086.03474758,0
2021-05-06,7155.79634982,7328.45631536,7096.49898791,7215.09371172,0
2021-05-07,7262.18279323,7270.90299351,7176.72483049,7206.37351144,0
2021-05-10,7256.95067307,7270.90299351,7176.72483049,7255.20663301,0
2021-05-11,7086.03474758,7120.9155487,6908.14266186,6916.86286214,0
2021-05-12,6902.9105417,6946.5115431,6813.96449884,6869.77378063,0
2021-05-13,6845.35721985,6944.76750304,6698.85785514,6899.42246158,0
2021-05-14,7024.99334562,7080.80262741,6902.40686293,7051.15394646,0
2021-05-17,7110.45130836,7162.77251004,7014.52910528,7047.66586634,0
2021-05-18,7187.18907083,7195.18715132,7058.13010668,7099.98706803,0
2021-05-19,7031.96950584,7099.98706803,7004.06486494,7082.54666746,0
2021-05-20,7174.98079043,7181.95695066,6984.88042433,7061.61818679,0
2021-05-21,7099.98706803,7112.49549771,6976.16022405,6976.16022405,0
2021-05-24,6915.11882209,7062.32243017,6888.95822125,7051.15394646,0
2021-05-25,7061.61818679,7115.68342853,7038.94566606,7093.0109078,0
2021-05-26,7120.9155487,7190.67715094,7096.49898791,7181.95695066,0
2021-05-27,7190.67715094,7222.06987195,7082.71740899,7120.9155487,0
2021-05-28,7131.37978903,7173.23675038,7093.0109078,7113.93938847,0
2021-06-01,7059.87414674,7230.79007223,7059.87414674,7173.23675038,0
2021-06-02,7162.77251004,7181.95695066,7077.3145473,7145.33210948,0
2021-06-03,7150.56422965,7180.2129106,7002.32082489,7031.96950584,0
2021-06-04,7047.66586634,7166.26059015,7038.94566606,7147.07614954,0
2021-06-07,7230.79007223,7262.18279323,7176.72483049,7241.25431256,0
2021-06-08,7208.1175515,7297.06359435,7201.14139127,7251.7185529,0
2021-06-09,7251.7185529,7260.43875318,7127.89170892,7127.89170892,0
2021-06-10,7127.89170892,7143.58806943,6965.69598371,6976.16022405,0
2021-06-11,6962.2079036,7058.13010668,6951.74366326,7023.24930556,0
2021-06-14,7066.85030696,7091.26686775,7024.99334562,7035.45758595,0
2021-06-15,7051.15394646,7115.68342853,6997.08870472,7007.55294506,0
2021-06-16,7016.27314534,7065.1062669,6920.35094226,6983.13638427,0
2021-06-17,6925.58306242,6958.71982349,6887.21418119,6936.04730276,0
2021-06-18,6925.58306242,6958.71982349,6719.78633581,6794.78005822,0
2021-06-21,6761.64329716,6786.05985794,6714.44434112,6786.05985794,0
2021-06-22,6805.24429856,6916.86286214,6780.82773777,6834.89297951,0
2021-06-23,6857.56550024,6881.98206102,6775.59561761,6787.803898,0
2021-06-24,6822.68469912,6904.65458175,6773.85157755,6880.23802097,0
2021-06-25,6936.04730276,6939.53538287,6878.49398091,6888.95822125,0
2021-06-28,6873.26186074,6925.58306242,6836.63701957,6871.51782069,0
2021-06-29,6845.35721985,6901.16650164,6820.94065906,6820.94065906,0
2021-06-30,6798.26813833,6965.69598371,6747.69097671,6850.58934002,0
2021-07-01,6895.93438147,7011.04102517,6880.23802097,6967.44002377,0
2021-07-02,6974.41618399,7004.06486494,6897.67842153,6925.58306242,0
2021-07-05,6901.16650164,6948.25558315,6899.42246158,6923.83902237,0
2021-07-06,6875.0059008,6953.48770332,6875.0059008,6930.81518259,0
2021-07-07,6958.71982349,7030.22546578,6927.32710248,6965.69598371,0
2021-07-08,6918.6069022,6934.3032627,6765.13137727,6800.01217839,0
2021-07-09,6829.66085934,6880.23802097,6766.87541733,6836.63701957,0
2021-07-12,6840.12509968,6875.66671758,6755.37356036,6852.33338007,0
2021-07-13,6852.33338007,6920.35094226,6820.94065906,6829.66085934,0
2021-07-14,6787.803898,6820.94065906,6725.01845598,6793.03601817,0
2021-07-15,6740.71481649,6754.66713693,6445.97204702,6454.6922473,0
2021-07-16,6501.78132881,6578.51909128,6479.10880808,6552.35849044,0
2021-07-19,6454.6922473,6510.50152909,6290.75248204,6332.60944338,0
2021-07-20,6374.46640472,6468.64456775,6302.96076243,6447.71608708,0
2021-07-21,7079.05858735,7140.09998931,6803.5002585,6929.07114254,0
2021-07-22,6991.85658455,7026.73738567,6890.7022613,6993.60062461,0
2021-07-23,7051.15394646,7154.05230976,7009.29698511,7056.38606662,0
2021-07-26,7007.55294506,7080.80262741,6983.13638427,7073.82646718,0
2021-07-27,7038.94566606,7047.66586634,6970.92810388,7011.04102517,0
2021-07-28,6969.18406382,7073.82646718,6969.18406382,7009.29698511,0
2021-07-29,7021.5052655,7028.48142573,6873.26186074,6897.67842153,0
2021-07-30,6817.45257895,6927.32710248,6737.22673637,6873.26186074,0
2021-08-02,6951.74366326,7105.21918819,6916.86286214,6951.74366326,0
2021-08-03,6949.99962321,6962.44674989,6838.38105962,6890.7022613,0
2021-08-04,6923.83902237,6972.67214394,6855.82146018,6960.46386354,0
2021-08-05,6913.37478203,6946.5115431,6871.51782069,6904.65458175,0
2021-08-06,6857.56550024,6972.67214394,6822.68469912,6953.48770332,0
2021-08-09,6932.55922265,7038.94566606,6887.21418119,7038.94566606,0
2021-08-10,7028.48142573,7045.92182629,6888.95822125,6927.32710248,0
2021-08-11,6932.55922265,7065.1062669,6932.55922265,7049.4099064,0
2021-08-12,7081.23571932,7127.20628829,7029.96085394,7111.29339903,0
2021-08-13,7157.26396799,7182.01735128,7107.75720142,7167.87256083,0
2021-08-16,7105.98910261,7113.06149784,6964.5411981,7005.20747065,0
2021-08-17,6946.86021004,7040.56944678,6907.9620363,6985.75838378,0
2021-08-18,6999.90317423,7044.10564439,6913.26633272,6973.38169214,0
2021-08-19,6892.04914705,6953.94427472,6798.33991031,6911.49823391,0
2021-08-20,6925.64302437,7081.23571932,6915.03443153,7006.97556946,0
2021-08-23,7084.77191693,7098.91670738,6982.22218617,7019.3522611,0
2021-08-24,7067.09092887,7067.09092887,6904.42583869,7038.80134797,0
2021-08-25,7052.94613842,7139.58297993,7019.3522611,7139.58297993,0
2021-08-26,7091.84431216,7146.65537516,7042.33754558,7088.30811455,0
2021-08-27,7072.39522529,7095.38050977,7014.04796468,7038.80134797,0
2021-08-31,7058.25043484,7065.32283006,6969.84549452,6992.83077901,0
2021-09-01,7074.1633241,7151.95967157,7033.49705155,7144.88727635,0
2021-09-02,7116.59769545,7153.72777038,7008.74366826,7008.74366826,0
2021-09-03,6998.13507542,7047.641842,6948.62830885,6996.36697662,0
2021-09-06,7029.96085394,7052.94613842,6985.75838378,7005.20747065,0
2021-09-07,7003.43937184,7054.71423723,6962.7730993,7022.88845871,0
2021-09-08,6975.14979094,7091.84431216,6899.12154227,7021.12035991,0
2021-09-09,6936.2516172,6964.5411981,6872.60006018,6964.5411981,0
2021-09-10,6939.78781482,7107.75720142,6923.87492556,6998.13507542,0
2021-09-13,6985.75838378,7042.33754558,6870.83196137,6941.55591362,0
2021-09-14,6922.10682675,7058.25043484,6893.81724585,7058.25043484,0
2021-09-15,7051.17803961,7105.98910261,6982.22218617,7001.67127304,0
2021-09-16,7015.81606349,7083.00381813,6996.36697662,7074.1633241,0
2021-09-17,7174.94495606,7250.97320473,7082.42927442,7180.24925248,0
2021-09-20,7079.46762052,7100.68480619,6994.59887781,7091.84431216,0
2021-09-21,7159.0320668,7197.93024054,7118.36579425,7143.11917754,0
2021-09-22,7187.3216477,7309.32046534,7143.11917754,7298.7118725,0
2021-09-23,7349.98673788,7362.36342953,7266.88609399,7266.88609399,0
2021-09-24,7233.29221667,7319.92905818,7185.55354889,7229.75601905,0
2021-09-27,7305.78426772,7308.31035049,7243.9008095,7243.9008095,0
2021-09-28,7240.36461189,7277.49468682,7068.85902768,7143.11917754,0
2021-09-29,7383.5806152,7477.28985194,7289.87137847,7420.71069014,0
2021-09-30,7484.36224716,7500.27513642,7162.56826441,7259.81369876,0
2021-10-01,7166.10446203,7238.59651308,7081.23571932,7224.45172263,0
2021-10-04,7215.6112286,7289.91717223,7116.59769545,7130.7424859,0
2021-10-05,7167.87256083,7209.77641414,7105.98910261,7109.52530022,0
2021-10-06,7028.19275513,7042.33754558,6766.5141318,6766.5141318,0
2021-10-07,6856.68717092,6886.74485063,6612.68953565,6739.9926497,0
2021-10-08,6745.29694612,6806.14615494,6663.96440103,6690.48588312,0
2021-10-11,6642.74721535,6752.36934135,6564.95086788,6738.2245509,0
2021-10-12,6662.19630222,6725.84785925,6616.22573326,6646.28341297,0
2021-10-13,6642.74721535,6828.39759002,6596.77664639,6755.90553896,0
2021-10-14,6771.81842822,6902.65773988,6764.74603299,6902.65773988,0
2021-10-15,6909.73013511,6998.13507542,6907.9620363,6955.70070407,0
2021-10-18,6955.70070407,7033.49705155,6896.44481749,7008.74366826,0
2021-10-19,7047.641842,7144.88727635,7047.641842,7132.51058471,0
2021-10-20,7125.43818948,7130.7424859,7020.09389014,7056.48233603,0
2021-10-21,7008.74366826,7056.48233603,6923.87492556,6994.59887781,0
2021-10-22,6971.61359333,6985.75838378,6872.60006018,6927.41112317,0
2021-10-25,6946.86021004,6994.59887781,6876.13625779,6945.09211123,0
2021-10-26,6945.09211123,7107.75720142,6916.80253033,7079.46762052,0
2021-10-27,7077.69952171,7095.38050977,6999.43957872,7026.42465633,0
2021-10-28,7012.27986588,7093.61241097,7008.74366826,7026.42465633,0
2021-10-29,6978.68598856,7042.33754558,6952.16450646,7042.33754558,0
2021-11-01,7027.17618672,7250.97320473,7027.17618672,7235.06031547,0
2021-11-02,7263.34989637,7360.59533072,7219.14742621,7348.21863908,0
2021-11-03,7201.46643815,7201.46643815,7005.20747065,7104.2210038,0
2021-11-04,7146.65537516,7164.33636322,7042.33754558,7150.19157277,0
2021-11-05,7121.90199187,7206.77073457,7077.69952171,7180.24925248,0
2021-11-08,7153.72777038,7167.87256083,7061.78663245,7061.78663245,0
2021-11-09,7040.56944678,7166.10446203,6970.14377279,7086.54001574,0
2021-11-10,7081.23571932,7304.01616892,7081.01214323,7304.01616892,0
2021-11-11,7266.88609399,7312.85666295,7116.59769545,7116.59769545,0
2021-11-12,7128.97438709,7235.06031547,7092.17494664,7205.00263576,0
2021-11-15,7178.48115367,7259.81369876,7169.64065964,7254.50940234,0
2021-11-16,7242.1327107,7256.27750115,7176.33538896,7217.37932741,0
2021-11-17,7185.55354889,7229.75601905,7148.42347396,7201.46643815,0
2021-11-18,7189.08974651,7279.26278563,7160.80016561,7279.26278563,0
2021-11-19,7328.76955221,7362.36342953,7249.20510592,7314.62476176,0
2021-11-22,7332.30574982,7371.20392356,7227.98792025,7247.43700712,0
2021-11-23,7194.39404293,7295.17567489,7123.67009067,7236.82841428,0
2021-11-24,7236.82841428,7249.20510592,7146.65537516,7205.00263576,0
2021-11-25,7226.21982144,7229.75601905,7107.75720142,7169.64065964,0
2021-11-26,6994.59887781,7051.17803961,6899.12154227,6938.01971601,0
2021-11-29,6978.68598856,7093.61241097,6978.68598856,7038.80134797,0
2021-11-30,6941.55591362,7026.42465633,6918.57062914,6950.39640765,0
2021-12-01,6971.61359333,7104.2210038,6971.61359333,7090.07621335,0
2021-12-02,7084.77191693,7132.51058471,7017.58416229,7070.62712648,0
2021-12-03,7086.54001574,7107.75720142,7022.88845871,7065.32283006,0
2021-12-06,7125.43818948,7245.66890831,7068.85902768,7231.52411786,0
2021-12-07,7314.62476176,7461.37696268,7286.33518086,7408.33399849,0
2021-12-08,7378.27631878,7449.00027104,7307.55236653,7364.13152833,0
2021-12-09,7413.63829491,7449.00027104,7307.55236653,7449.00027104,0
2021-12-10,7388.88491162,7417.17449252,7279.26278563,7293.40757608,0
2021-12-13,7334.07384863,7334.07384863,7171.40875844,7190.85784531,0
2021-12-14,7160.80016561,7210.30693218,7077.69952171,7120.13389306,0
2021-12-15,7144.88727635,7159.0320668,6777.12272463,6839.00618286,0
2021-12-16,6955.70070407,6961.00500049,6777.12272463,6858.45526973,0
2021-12-17,6780.65892225,7008.74366826,6780.65892225,6870.83196137,0
2021-12-20,6715.23926641,6877.90435659,6686.94968551,6876.13625779,0
2021-12-21,6959.23690169,7024.65655752,6902.65773988,6964.5411981,0
2021-12-22,6989.29458139,6991.0626802,6918.57062914,6991.0626802,0
2021-12-23,6999.90317423,7035.26515036,6966.30929691,6989.29458139,0
2021-12-24,7067.09092887,7089.26730815,7019.3522611,7022.88845871,0
2021-12-29,7155.49586919,7222.68362383,7144.88727635,7169.64065964,0
2021-12-30,7157.26396799,7174.94495606,7120.13389306,7174.94495606,0
2021-12-31,7093.61241097,7209.50059072,7093.61241097,7205.00263576,0
2022-01-04,7258.04559995,7431.31928297,7125.43818948,7125.43818948,0
2022-01-05,7111.29339903,7230.7285618,7093.61241097,7105.98910261,0
2022-01-06,7072.39522529,7118.17201063,6812.48470076,6869.06386256,0
2022-01-07,6920.33872795,6925.64302437,6761.20983538,6884.97675182,0
2022-01-10,6877.90435659,6904.5583577,6736.10636853,6766.5141318,0
2022-01-11,6856.68717092,7088.30811455,6856.68717092,7072.39522529,0
2022-01-12,7114.82959664,7132.51058471,7010.51176707,7074.1633241,0
2022-01-13,7059.76148172,7070.58656961,6865.8709872,6920.83952054,0
2022-01-14,6873.93080638,6899.18934478,6691.70849366,6700.72940023,0
2022-01-17,6740.42138914,6888.36425689,6729.59630126,6879.34335032,0
2022-01-18,6825.2179109,6843.25972404,6740.42138914,6783.72174068,0
2022-01-19,6765.67992754,6902.7977074,6756.65902097,6801.76355382,0
2022-01-20,6846.86808667,6897.38516346,6792.74264725,6818.00118565,0
2022-01-21,6711.55448812,6753.05065834,6633.97469162,6753.05065834,0
2022-01-24,6725.98793863,6751.24647703,6514.89872489,6550.98235117,0
2022-01-25,6659.23323001,6745.83393308,6619.5412411,6702.53358155,0
2022-01-26,6753.05065834,6855.88899324,6707.94612549,6715.16285075,0
2022-01-27,6630.36632899,6760.2673836,6550.98235117,6700.72940023,0
2022-01-28,6762.07156491,6850.4764493,6742.22557046,6832.43463616,0
2022-01-31,6893.77680083,6893.77680083,6716.96703206,6763.87574622,0
2022-02-01,6798.15519119,6893.77680083,6765.67992754,6765.67992754,0
2022-02-02,6823.41372959,6861.30153718,6738.61720783,6816.19700433,0
2022-02-03,6812.5886417,6821.60954827,6579.8492522,6579.8492522,0
2022-02-04,6610.52033453,6664.64577395,6439.1231097,6442.73147233,0
2022-02-07,6475.20673598,6617.73705979,6464.8652589,6489.6401865,0
2022-02-08,6504.07363701,6504.07363701,6341.69731875,6442.73147233,0
2022-02-09,6509.48618095,6596.08688402,6491.44436781,6541.9614446,0
2022-02-10,6550.98235117,6576.24088957,6460.77328547,6549.17816986,0
2022-02-11,6495.05273044,6538.35308197,6478.81509861,6489.6401865,0
2022-02-14,6399.43112079,6487.83600518,6381.38930765,6457.16492284,0
2022-02-15,6446.33983496,6467.99001073,6352.52240663,6381.38930765,0
2022-02-16,6365.15167583,6428.29802182,6285.76769801,6294.78860458,0
2022-02-17,6278.55097276,6302.00532984,6235.25062122,6240.66316516,0
2022-02-18,6242.46734648,6253.29243436,6179.32100049,6179.32100049,0
2022-02-21,6208.18790151,6231.64225859,6141.43319289,6175.71263786,0
2022-02-22,6063.85339639,6238.85898385,6063.85339639,6179.32100049,0
2022-02-23,6206.3837202,6282.15933538,6126.99974238,6126.99974238,0
2022-02-24,5903.28125944,6154.06246209,5903.28125944,6090.9161161,0
2022-02-25,6195.55863231,6195.55863231,6092.72029741,6130.60810501,0
2022-02-28,6101.74120398,6219.01298939,6060.24503376,6190.14608837,0
2022-03-01,6184.73354443,6295.55808791,5874.41435842,5874.41435842,0
2022-03-02,5829.30982557,5932.14816047,5793.22619929,5850.96000134,0
2022-03-03,5859.98090791,5926.73561652,5578.52862292,5603.78716132,0
2022-03-04,5553.27008452,5576.72444161,5343.9850521,5390.89376626,0
2022-03-07,5300.68470056,5383.67704101,5031.86168477,5205.06309092,0
2022-03-08,5163.5669207,5325.7754501,5109.44148128,5270.01361822,0
2022-03-09,5367.43940918,5674.15023256,5329.55160159,5674.15023256,0
2022-03-10,5672.34605125,5699.40877096,5468.47356277,5497.34046379,0
2022-03-11,5533.42409007,5627.2415184,5486.51537591,5544.24917795,0
2022-03-14,5574.92026029,5721.05894673,5542.35650155,5666.93350731,0
2022-03-15,5701.21295227,5701.21295227,5511.7739143,5629.04569971,0
2022-03-16,5693.99622702,5858.17672659,5670.54186993,5827.50564425,0
2022-03-17,5865.39345185,5890.65199024,5780.36608509,5841.93909477,0
2022-03-18,5861.78508922,5888.84780893,5746.31748512,5888.84780893,0
2022-03-21,5859.98090791,5867.19763316,5737.29657855,5780.59693009,0
2022-03-22,5807.6596498,5832.18920874,5739.10075987,5829.30982557,0
2022-03-23,5858.17672659,5883.43526499,5734.77090513,5758.94675432,0
2022-03-24,5773.38020483,5908.69380338,5508.16555167,5571.31189766,0
2022-03-25,5710.23385884,5742.70912249,5629.04569971,5666.93350731,0
2022-03-28,5699.40877096,5780.59693009,5679.5627765,5688.58368307,0
2022-03-29,5713.84222147,5982.66523726,5712.03804016,5881.63108367,0
2022-03-30,5980.49588965,5980.49588965,5652.50005679,5659.71678205,0
2022-03-31,5641.67496891,5666.93350731,5421.5648486,5441.41084306,0
2022-04-01,5450.43174963,5589.3537108,5450.43174963,5509.96973299,0
2022-04-04,5517.18645824,5578.52862292,5481.3878024,5558.68262847,0
2022-04-05,5553.27008452,5609.19970526,5495.53628248,5551.46590321,0
2022-04-06,5457.64847488,5515.38227693,5309.70560713,5340.37668947,0
2022-04-07,5374.65613444,5398.11049152,5262.79689297,5264.60107428,0
2022-04-08,5313.31396976,5443.21502437,5295.27215662,5443.21502437,0
2022-04-11,5412.54394203,5493.73210116,5381.87285969,5445.01920568,0
2022-04-12,5390.89376626,5614.6122492,5353.00595867,5538.83663401,0
2022-04-13,5477.49446934,5528.01154613,5403.52303546,5528.01154613,0
2022-04-14,5529.81572744,5591.15789212,5504.55718905,5583.94116686,0
2022-04-19,5583.94116686,5654.30423811,5540.64081533,5627.2415184,0
2022-04-20,5652.50005679,5654.30423811,5564.45591846,5614.6122492,0
2022-04-21,5632.65406234,5762.55511695,5592.96207343,5735.49239724,0
2022-04-22,5629.04569971,5701.21295227,5607.39552394,5629.04569971,0
2022-04-25,5528.01154613,5594.76625475,5448.62756831,5528.01154613,0
2022-04-26,5583.94116686,5583.94116686,5345.78923341,5354.81013998,0
2022-04-27,5396.3063102,5396.3063102,5275.42616217,5315.11815107,0
2022-04-28,5342.18087078,5450.43174963,5324.13905764,5396.3063102,0
2022-04-29,5369.24359049,5526.20736481,5369.24359049,5435.99829911,0
2022-05-03,5401.71885415,5578.52862292,5390.89376626,5546.05335927,0
2022-05-04,5546.05335927,5598.37461737,5410.73976072,5490.12373853,0
2022-05-05,5630.84988103,5671.58180004,5425.17321123,5450.43174963,0
2022-05-06,5477.49446934,5493.73210116,5304.29306319,5365.63522787,0
2022-05-09,5306.0972445,5410.73976072,5257.38434903,5325.94323896,0
2022-05-10,5396.3063102,5504.55718905,5356.6143213,5459.4526562,0
2022-05-11,5508.16555167,5638.60885298,5472.08192539,5605.59134263,0
2022-05-12,5499.1446451,5818.48473768,5499.1446451,5798.63874323,0
2022-05-13,5832.9181882,5896.06453419,5762.55511695,5845.54745739,0
2022-05-16,5845.54745739,5905.08544076,5721.33868504,5890.65199024,0
2022-05-17,5894.26035287,5917.71470995,5740.90494118,5784.20529272,0
2022-05-18,5805.85546849,5820.288919,5677.75859519,5684.97532045,0
2022-05-19,5641.67496891,5648.89169417,5450.43174963,5544.24917795,0
2022-05-20,5555.07426584,5638.06660628,5529.81572744,5529.81572744,0
2022-05-23,5569.50771635,5630.84988103,5464.86520014,5529.81572744,0
2022-05-24,5509.96973299,5511.7739143,5353.00595867,5414.34812334,0
2022-05-25,5443.21502437,5583.94116686,5356.6143213,5528.01154613,0
2022-05-26,5493.73210116,5955.60251755,5443.21502437,5883.43526499,0
2022-05-27,5850.96000134,5973.64433069,5834.72236951,5899.67289681,0
2022-05-30,5935.75652309,6051.22412719,5928.53979784,5966.42760543,0
2022-05-31,5939.36488572,5955.60251755,5793.22619929,5843.74327608,0
2022-06-01,5854.56836396,5944.77742966,5813.07219374,5829.30982557,0
2022-06-06,5881.63108367,5986.27359989,5808.45511334,5863.58927053,0
2022-06-07,5825.70146294,5863.58927053,5636.26242497,5798.63874323,0
2022-06-08,5942.97324835,5964.62342412,5782.4011114,5838.33073214,0
2022-06-09,5811.26801243,5834.72236951,5681.36695782,5748.12166644,0
2022-06-10,5737.29657855,5737.29657855,5574.47408625,5574.92026029,0
2022-06-13,5520.79482087,5564.09517241,5423.36902992,5490.12373853,0
2022-06-14,5533.42409007,5533.42409007,5273.62198085,5356.6143213,0
2022-06-15,5419.76066729,5499.1446451,5378.26449706,5450.43174963,0
2022-06-16,5387.28540363,5387.28540363,5044.49095397,5199.65054698,0
2022-06-17,5235.73417326,5423.36902992,5206.86727223,5354.81013998,0
2022-06-20,5268.20943691,5475.69028802,5268.20943691,5371.04777181,0
2022-06-21,5399.91467283,5399.91467283,5329.55160159,5329.55160159,0
2022-06-22,5266.4052556,5356.6143213,5223.2943431,5331.3557829,0
2022-06-23,5291.66379399,5349.39759604,5257.38434903,5302.48888188,0
2022-06-24,5300.68470056,5425.17321123,5129.28747573,5396.3063102,0
2022-06-27,5425.17321123,5497.34046379,5378.26449706,5399.91467283,0
2022-06-28,5369.24359049,5459.4526562,5367.43940918,5367.43940918,0
2022-06-29,5309.70560713,5394.50212889,5295.27215662,5387.28540363,0
2022-06-30,5309.70560713,5329.55160159,5156.35019544,5286.25125005,0
2022-07-01,5250.16762377,5443.21502437,5235.73417326,5398.11049152,0
